subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category
CHEBI:30659	P10828	ChEBI	UNIPROT	D-thyroxine	THRB	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	6777394	smallmolecule	protein
P17706	P10912	UNIPROT	UNIPROT	PTPN2	GHR	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12907755	protein	protein
Q5VT25	P10916	UNIPROT	UNIPROT	CDC42BPA	MYL2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9418861	protein	protein
P38435	P00740	UNIPROT	UNIPROT	GGCX	F9	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11133752	protein	protein
CHEBI:3385	P20309	ChEBI	UNIPROT	carbachol	CHRM3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9224827	chemical	protein
P07550	P50148	UNIPROT	UNIPROT	ADRB2	GNAQ	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
P35658	P84022	UNIPROT	UNIPROT	NUP214	SMAD3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12917407	protein	protein
P00734	P12259	UNIPROT	UNIPROT	F2	F5	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10026263	protein	protein
Q7Z460	Q9UDT6	UNIPROT	UNIPROT	CLASP1	CLIP2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15631994	protein	protein
Q86U86	Q99584	UNIPROT	UNIPROT	PBRM1	S100A13	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15601824	protein	protein
CHEBI:38322	P11229	ChEBI	UNIPROT	oxotremorine M	CHRM1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9224827	chemical	protein
Q8NHY2	Q13330	UNIPROT	UNIPROT	COP1	MTA1	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	19805145	protein	protein
P10275	P36952	UNIPROT	UNIPROT	AR	SERPINB5	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	16304843	protein	protein
O15194	Q15796	UNIPROT	UNIPROT	CTDSPL	SMAD2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17035229	protein	protein
P07437	Q15796	UNIPROT	UNIPROT	TUBB	SMAD2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17429065	protein	protein
P06239	Q9NP31	UNIPROT	UNIPROT	LCK	SH2D2A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18541536	protein	protein
P00738	P02647	UNIPROT	UNIPROT	HP	APOA1	up-regulates quantity by stabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	17824618	protein	protein
P46734	Q16539	UNIPROT	UNIPROT	MAP2K3	MAPK14	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	8622669	protein	protein
O60216	P11308	UNIPROT	UNIPROT	RAD21	ERG	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	26607380	protein	protein
CHEBI:16335	P29275	ChEBI	UNIPROT	adenosine	ADORA2B	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14662005	smallmolecule	protein
P36888	P46527	UNIPROT	UNIPROT	FLT3	CDKN1B	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	14981546	protein	protein
P19784	P04198	UNIPROT	UNIPROT	CSNK2A2	MYCN	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	1425701	protein	protein
Q9Y4K3	Q8N5C8	UNIPROT	UNIPROT	TRAF6	TAB3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	25290089	protein	protein
Q9UHC7	P04637	UNIPROT	UNIPROT	MKRN1	TP53	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	19536131	protein	protein
P36897	Q15796	UNIPROT	UNIPROT	TGFBR1	SMAD2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9346908	protein	protein
P21583	P10721	UNIPROT	UNIPROT	KITLG	KIT	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17259966	protein	protein
Q02930	Q02930	UNIPROT	UNIPROT	CREB5	CREB5	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	8378084	protein	protein
Q00535	Q8IWU2	UNIPROT	UNIPROT	CDK5	LMTK2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12832520	protein	protein
Q9GZU7	Q15796	UNIPROT	UNIPROT	CTDSP1	SMAD2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17035229	protein	protein
Q02750	Q02750	UNIPROT	UNIPROT	MAP2K1	MAP2K1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	8226933	protein	protein
Q9UHC7	P04637	UNIPROT	UNIPROT	MKRN1	TP53	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	19536131	protein	protein
Q13627	P46531	UNIPROT	UNIPROT	DYRK1A	NOTCH1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19383720	protein	protein
P68400	P31749	UNIPROT	UNIPROT	CSNK2A1	AKT1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15818404	protein	protein
Q9UQF2	Q02779	UNIPROT	UNIPROT	MAPK8IP1	MAP3K10	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15767678	protein	protein
O00238	Q15797	UNIPROT	UNIPROT	BMPR1B	SMAD1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19620713	protein	protein
Q9Y5X1	Q05193	UNIPROT	UNIPROT	SNX9	DNM1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15703209	protein	protein
Q96P68	P19086	UNIPROT	UNIPROT	OXGR1	GNAZ	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
Q01860	P13385	UNIPROT	UNIPROT	POU5F1	TDGF1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	17068183	protein	protein
O60346	P04049	UNIPROT	UNIPROT	PHLPP1	RAF1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24530606	protein	protein
Q05655	P13498	UNIPROT	UNIPROT	PRKCD	CYBA	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19948736	protein	protein
P04049	Q13188	UNIPROT	UNIPROT	RAF1	STK3	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15618521	protein	protein
Q9Y5W3	P37231	UNIPROT	UNIPROT	KLF2	PPARG	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12426306	protein	protein
P49336	Q15797	UNIPROT	UNIPROT	CDK8	SMAD1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19914168	protein	protein
P20809	P40189	UNIPROT	UNIPROT	IL11	IL6ST	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9143707	protein	protein
Q9P2J9	Q15797	UNIPROT	UNIPROT	PDP2	SMAD1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16510868	protein	protein
P10070	A6NNB3	UNIPROT	UNIPROT	GLI2	IFITM5	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	23530031	protein	protein
Q9NRF2	P40259	UNIPROT	UNIPROT	SH2B1	CD79B	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	32323266	protein	protein
CHEBI:44616	P03372	ChEBI	UNIPROT	afimoxifene	ESR1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9048584	chemical	protein
P78414	Q15818	UNIPROT	UNIPROT	IRX1	NPTX1	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	20440264	protein	protein
CHEBI:6942	Q02809	ChEBI	UNIPROT	minoxidil	PLOD1	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	30481795	chemical	protein
CID:10302451	P12931	PUBCHEM	UNIPROT	Saracatinib	SRC	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P27708	CHEBI:30864	UNIPROT	ChEBI	CAD	(S)-dihydroorotate	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	28552578	protein	smallmolecule
Q9UKG1	Q15831	UNIPROT	UNIPROT	APPL1	STK11	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19520843	protein	protein
Q13573	P46531	UNIPROT	UNIPROT	SNW1	NOTCH1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10713164	protein	protein
Q8NBJ5	Q15848	UNIPROT	UNIPROT	COLGALT1	ADIPOQ	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	28428430	protein	protein
P11308	P10451	UNIPROT	UNIPROT	ERG	SPP1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	21669963	protein	protein
O95841	Q02763	UNIPROT	UNIPROT	ANGPTL1	TEK	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10051567	protein	protein
P36888	P01106	UNIPROT	UNIPROT	FLT3	MYC	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	25280219	protein	protein
Q8N6T7	P01375	UNIPROT	UNIPROT	SIRT6	TNF	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23552949	protein	protein
CHEBI:79401	P04350	ChEBI	UNIPROT	Vincristine sulfate	TUBB4A	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	30599272	chemical	protein
CHEBI:681569	P49642	ChEBI	UNIPROT	clofarabine	PRIM1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	1707752	chemical	protein
Q9UHW9	CHEBI:17996	UNIPROT	ChEBI	SLC12A6	chloride	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	21613606	protein	smallmolecule
O00170	P04155	UNIPROT	UNIPROT	AIP	TFF1	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	21984905	protein	protein
Q13362	P18846	UNIPROT	UNIPROT	PPP2R5C	ATF1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	20730097	protein	protein
Q13131	O95863	UNIPROT	UNIPROT	PRKAA1	SNAI1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19923321	protein	protein
Q9H4B4	Q16143	UNIPROT	UNIPROT	PLK3	SNCB	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19889641	protein	protein
P47992	P46094	UNIPROT	UNIPROT	XCL1	XCR1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10518929	protein	protein
O00311	P49736	UNIPROT	UNIPROT	CDC7	MCM2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19647517	protein	protein
Q14145	Q16236	UNIPROT	UNIPROT	KEAP1	NFE2L2	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	31257023	protein	protein
CHEBI:63791	P48729	ChEBI	UNIPROT	lenalidomide	CSNK1A1	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	26131937	chemical	protein
P41235	P35575	UNIPROT	UNIPROT	HNF4A	G6PC1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	16308421	protein	protein
Q16549	P49715	UNIPROT	UNIPROT	PCSK7	CEBPA	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19544470	protein	protein
Q86TM6	Q16236	UNIPROT	UNIPROT	SYVN1	NFE2L2	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	29731393	protein	protein
P04626	P04626	UNIPROT	UNIPROT	ERBB2	ERBB2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15156151	protein	protein
P05771	P04049	UNIPROT	UNIPROT	PRKCB	RAF1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8288587	protein	protein
P36888	Q06609	UNIPROT	UNIPROT	FLT3	RAD51	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15626738	protein	protein
P19525	P19525	UNIPROT	UNIPROT	EIF2AK2	EIF2AK2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11152499	protein	protein
Q08209	Q14934	UNIPROT	UNIPROT	PPP3CA	NFATC4	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21880741	protein	protein
O75509	Q15628	UNIPROT	UNIPROT	TNFRSF21	TRADD	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	14585074	protein	protein
P28482	O75582	UNIPROT	UNIPROT	MAPK1	RPS6KA5	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	18267068	protein	protein
Q12772	O75874	UNIPROT	UNIPROT	SREBF2	IDH1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	12923220	protein	protein
CHEBI:90528	Q16539	ChEBI	UNIPROT	VX-745	MAPK14	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11892915	chemical	protein
P48730	O15534	UNIPROT	UNIPROT	CSNK1D	PER1	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	11865049	protein	protein
P07949	Q16539	UNIPROT	UNIPROT	RET	MAPK14	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8622669	protein	protein
P01023	P08253	UNIPROT	UNIPROT	A2M	MMP2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9344465	protein	protein
P49841	P24385	UNIPROT	UNIPROT	GSK3B	CCND1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9832503	protein	protein
P25490	Q8TB36	UNIPROT	UNIPROT	YY1	GDAP1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	19720140	protein	protein
Q96AE4	P01106	UNIPROT	UNIPROT	FUBP1	MYC	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	26490982	protein	protein
P09038	P05186	UNIPROT	UNIPROT	FGF2	ALPL	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	19049325	protein	protein
P31948	P08238	UNIPROT	UNIPROT	STIP1	HSP90AB1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	27353360	protein	protein
Q7Z589	P51587	UNIPROT	UNIPROT	EMSY	BRCA2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14651845	protein	protein
Q96SB4	Q96SB4	UNIPROT	UNIPROT	SRPK1	SRPK1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	22727668	protein	protein
P17612	P15056	UNIPROT	UNIPROT	PRKACA	BRAF	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11510412	protein	protein
P05771	Q06124	UNIPROT	UNIPROT	PRKCB	PTPN11	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	11781100	protein	protein
O60315	P50222	UNIPROT	UNIPROT	ZEB2	MEOX2	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	20516212	protein	protein
P17947	Q16559	UNIPROT	UNIPROT	SPI1	TAL2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	24086757	protein	protein
Q05655	Q05655	UNIPROT	UNIPROT	PRKCD	PRKCD	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9305920	protein	protein
Q08050	O14975	UNIPROT	UNIPROT	FOXM1	SLC27A2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	31949772	protein	protein
P01116	Q16649	UNIPROT	UNIPROT	KRAS	NFIL3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10082541	protein	protein
Q05513	O14920	UNIPROT	UNIPROT	PRKCZ	IKBKB	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10022904	protein	protein
Q9UNH5	Q16659	UNIPROT	UNIPROT	CDC14A	MAPK6	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	20236090	protein	protein
Q05D32	P02100	UNIPROT	UNIPROT	CTDSPL2	HBE1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	20932329	protein	protein
CHEBI:44616	P03372	ChEBI	UNIPROT	afimoxifene	ESR1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9048584	chemical	protein
Q8NBJ5	P02461	UNIPROT	UNIPROT	COLGALT1	COL3A1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19075007	protein	protein
Q9GZU1	CHEBI:29108	UNIPROT	ChEBI	MCOLN1	calcium(2+)	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	26000950	protein	smallmolecule
P07332	P11274	UNIPROT	UNIPROT	FES	BCR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8955135	protein	protein
P28347	P13349	UNIPROT	UNIPROT	TEAD1	MYF5	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	21527258	protein	protein
P16949	Q8NG68	UNIPROT	UNIPROT	STMN1	TTL	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23624152	protein	protein
Q9NPA2	P08253	UNIPROT	UNIPROT	MMP25	MMP2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14583471	protein	protein
P08047	P07288	UNIPROT	UNIPROT	SP1	KLK3	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15708372	protein	protein
P34998	P63096	UNIPROT	UNIPROT	CRHR1	GNAI1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22869609	protein	protein
P14316	Q03518	UNIPROT	UNIPROT	IRF2	TAP1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15778351	protein	protein
Q16539	Q16665	UNIPROT	UNIPROT	MAPK14	HIF1A	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17003045	protein	protein
P05112	P24394	UNIPROT	UNIPROT	IL4	IL4R	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10219247	protein	protein
P04150	P24468	UNIPROT	UNIPROT	NR3C1	NR2F2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	14739255	protein	protein
Q07890	P01116	UNIPROT	UNIPROT	SOS2	KRAS	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21779497	protein	protein
P22736	P04150	UNIPROT	UNIPROT	NR4A1	NR3C1	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	15591535	protein	protein
P14138	P24530	UNIPROT	UNIPROT	EDN3	EDNRB	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8086489	protein	protein
Q93009	Q00987	UNIPROT	UNIPROT	USP7	MDM2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16082221	protein	protein
Q05193	P08247	UNIPROT	UNIPROT	DNM1	SYP	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10823955	protein	protein
CID:46930996	Q07817	PUBCHEM	UNIPROT	Obatoclax mesylate	BCL2L1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	23515850	chemical	protein
Q9NPA2	P08253	UNIPROT	UNIPROT	MMP25	MMP2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14583471	protein	protein
P67775	Q04206	UNIPROT	UNIPROT	PPP2CA	RELA	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11591705	protein	protein
P06493	P12272	UNIPROT	UNIPROT	CDK1	PTHLH	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10373465	protein	protein
Q9H5J4	CHEBI:50583	UNIPROT	ChEBI	ELOVL6	3-hydroxyoctadecanoyl-CoA	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	31616255	protein	smallmolecule
Q9UN72	P05556	UNIPROT	UNIPROT	PCDHA7	ITGB1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16697637	protein	protein
O43303	P0DP24	UNIPROT	UNIPROT	CCP110	CALM2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16760425	protein	protein
CHEBI:681569	P49643	ChEBI	UNIPROT	clofarabine	PRIM2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	1707752	chemical	protein
Q7Z6Z7	Q07820	UNIPROT	UNIPROT	HUWE1	MCL1	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	28939105	protein	protein
P28482	P24928	UNIPROT	UNIPROT	MAPK1	POLR2A	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	14662762	protein	protein
P10826	P19793	UNIPROT	UNIPROT	RARB	RXRA	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	1310351	protein	protein
P00533	P04083	UNIPROT	UNIPROT	EGFR	ANXA1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	24103589	protein	protein
O43283	O14733	UNIPROT	UNIPROT	MAP3K13	MAP2K7	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11726277	protein	protein
P06213	P13807	UNIPROT	UNIPROT	INSR	GYS1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10909964	protein	protein
P35712	Q5EB52	UNIPROT	UNIPROT	SOX6	MEST	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	26893351	protein	protein
Q05513	Q5JVS0	UNIPROT	UNIPROT	PRKCZ	HABP4	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14699138	protein	protein
Q8N699	P24864	UNIPROT	UNIPROT	MYCT1	CCNE1	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	30283340	protein	protein
Q99607	Q00987	UNIPROT	UNIPROT	ELF4	MDM2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	19380490	protein	protein
Q9Y6K9	Q04206	UNIPROT	UNIPROT	IKBKG	RELA	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15489227	protein	protein
CHEBI:9449	P07550	ChEBI	UNIPROT	terbutaline	ADRB2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	20590599	chemical	protein
O15111	O14920	UNIPROT	UNIPROT	CHUK	IKBKB	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10022904	protein	protein
Q9Y239	Q676U5	UNIPROT	UNIPROT	NOD1	ATG16L1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19898471	protein	protein
P52209	CHEBI:17363	UNIPROT	ChEBI	PGD	D-ribulose 5-phosphate	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	34775382	protein	smallmolecule
Q68DK2	Q6DKK2	UNIPROT	UNIPROT	ZFYVE26	TTC19	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	20208530	protein	protein
Q9HCK8	O96020	UNIPROT	UNIPROT	CHD8	CCNE2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	19255092	protein	protein
P00533	O75886	UNIPROT	UNIPROT	EGFR	STAM2	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	11687594	protein	protein
P41235	P35575	UNIPROT	UNIPROT	HNF4A	G6PC1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	20577053	protein	protein
P35452	Q9Y5Q3	UNIPROT	UNIPROT	HOXD12	MAFB	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11036080	protein	protein
CHEBI:91401	P06213	ChEBI	UNIPROT	N-(2,6-difluorophenyl)-5-[3-[2-[5-ethyl-2-methoxy-4-[4-(4-methylsulfonyl-1-piperazinyl)-1-piperidinyl]anilino]-4-pyrimidinyl]-2-imidazo[1,2-a]pyridinyl]-2-methoxybenzamide	INSR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P06493	Q15910	UNIPROT	UNIPROT	CDK1	EZH2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21659531	protein	protein
Q96QT6	Q04727	UNIPROT	UNIPROT	PHF12	TLE4	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11390640	protein	protein
P19174	P17252	UNIPROT	UNIPROT	PLCG1	PRKCA	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12645577	protein	protein
P05230	P11362	UNIPROT	UNIPROT	FGF1	FGFR1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11030354	protein	protein
P02679	P04004	UNIPROT	UNIPROT	FGG	VTN	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	2243140	protein	protein
Q9UL15	O60260	UNIPROT	UNIPROT	BAG5	PRKN	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15603737	protein	protein
P11831	P00747	UNIPROT	UNIPROT	SRF	PLG	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15514113	protein	protein
P68400	P29590	UNIPROT	UNIPROT	CSNK2A1	PML	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16873060	protein	protein
O43524	Q15831	UNIPROT	UNIPROT	FOXO3	STK11	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	22848740	protein	protein
P49674	P49674	UNIPROT	UNIPROT	CSNK1E	CSNK1E	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10542239	protein	protein
O43318	P19838	UNIPROT	UNIPROT	MAP3K7	NFKB1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	9480845	protein	protein
P06213	P0DP24	UNIPROT	UNIPROT	INSR	CALM2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	3415247	protein	protein
O43597	P18031	UNIPROT	UNIPROT	SPRY2	PTPN1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12414790	protein	protein
CHEBI:61390	P00533	ChEBI	UNIPROT	afatinib	EGFR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
O76039	O76039	UNIPROT	UNIPROT	CDKL5	CDKL5	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16935860	protein	protein
Q96NI6	P10586	UNIPROT	UNIPROT	LRFN5	PTPRF	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	27225731	protein	protein
CHEBI:63791	Q96SW2	ChEBI	UNIPROT	lenalidomide	CRBN	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22552008	chemical	protein
Q16644	Q6JBY9	UNIPROT	UNIPROT	MAPKAPK3	RCSD1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15850461	protein	protein
Q92831	Q6NXT2	UNIPROT	UNIPROT	KAT2B	H3-5	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	34811519	protein	protein
P35968	P35968	UNIPROT	UNIPROT	KDR	KDR	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17658244	protein	protein
CID:49830590	P17948	PUBCHEM	UNIPROT	PF-03814735	FLT1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P05771	P04083	UNIPROT	UNIPROT	PRKCB	ANXA1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	24103589	protein	protein
P05412	P45452	UNIPROT	UNIPROT	JUN	MMP13	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	20338993	protein	protein
